Date,Region,Latitude,Longitude,Temperature (°C),Rainfall (mm)
2017-05-30,Luapula,-10.83,29.72,25.7,4.49
2017-05-30,Muchinga,-10.9,32.15,26.13,3.98
2017-05-30,Central,-14.0,28.0,23.74,5.59
2017-05-30,North-Western,-13.1833,24.8167,27.39,9.23
2017-05-31,Lusaka,-15.4167,28.2833,23.18,8.12
2017-05-31,Copperbelt,-12.83,28.2116,24.99,9.73
2017-05-31,Eastern,-13.7894,32.6073,26.82,2.19
2017-05-31,Southern,-16.5833,27.8333,27.49,4.63
2017-05-31,Western,-14.5,23.25,22.38,8.3
2017-05-31,Northern,-10.9167,30.0833,23.0,2.72
2017-05-31,Luapula,-10.83,29.72,26.7,6.74
2017-05-31,Muchinga,-10.9,32.15,26.99,8.66
2017-05-31,Central,-14.0,28.0,22.05,0.25
2017-05-31,North-Western,-13.1833,24.8167,24.42,5.7
2017-06-01,Lusaka,-15.4167,28.2833,22.34,6.02
2017-06-01,Copperbelt,-12.83,28.2116,26.66,7.81
2017-06-01,Eastern,-13.7894,32.6073,25.95,6.87
2017-06-01,Southern,-16.5833,27.8333,26.76,5.58
2017-06-01,Western,-14.5,23.25,22.79,8.48
2017-06-01,Northern,-10.9167,30.0833,22.65,0.46
2017-06-01,Luapula,-10.83,29.72,26.76,1.21
2017-06-01,Muchinga,-10.9,32.15,23.24,5.16
2017-06-01,Central,-14.0,28.0,22.44,3.21
2017-06-01,North-Western,-13.1833,24.8167,25.81,0.43
2017-06-02,Lusaka,-15.4167,28.2833,23.81,6.05
2017-06-02,Copperbelt,-12.83,28.2116,22.54,6.73
2017-06-02,Eastern,-13.7894,32.6073,26.93,1.85
2017-06-02,Southern,-16.5833,27.8333,23.67,6.83
2017-06-02,Western,-14.5,23.25,23.5,3.84
2017-06-02,Northern,-10.9167,30.0833,24.65,0.28
2017-06-02,Luapula,-10.83,29.72,25.95,2.97
2017-06-02,Muchinga,-10.9,32.15,25.94,7.27
2017-06-02,Central,-14.0,28.0,26.19,3.84
2017-06-02,North-Western,-13.1833,24.8167,27.13,8.2
2017-06-03,Lusaka,-15.4167,28.2833,26.45,5.84
2017-06-03,Copperbelt,-12.83,28.2116,24.91,6.22
2017-06-03,Eastern,-13.7894,32.6073,23.21,8.76
2017-06-03,Southern,-16.5833,27.8333,22.71,7.77
2017-06-03,Western,-14.5,23.25,26.3,7.92
2017-06-03,Northern,-10.9167,30.0833,23.65,7.3
2017-06-03,Luapula,-10.83,29.72,21.96,1.41
2017-06-03,Muchinga,-10.9,32.15,25.29,8.24
2017-06-03,Central,-14.0,28.0,21.41,6.81
2017-06-03,North-Western,-13.1833,24.8167,24.05,5.79
2017-06-04,Lusaka,-15.4167,28.2833,23.31,7.71
2017-06-04,Copperbelt,-12.83,28.2116,23.5,8.29
2017-06-04,Eastern,-13.7894,32.6073,21.77,7.75
2017-06-04,Southern,-16.5833,27.8333,22.61,0.1
2017-06-04,Western,-14.5,23.25,22.66,6.45
2017-06-04,Northern,-10.9167,30.0833,23.36,4.4
2017-06-04,Luapula,-10.83,29.72,21.99,0.73
2017-06-04,Muchinga,-10.9,32.15,27.12,6.54
2017-06-04,Central,-14.0,28.0,24.12,2.73
2017-06-04,North-Western,-13.1833,24.8167,22.21,9.44
2017-06-05,Lusaka,-15.4167,28.2833,25.25,7.04
2017-06-05,Copperbelt,-12.83,28.2116,26.73,1.51
2017-06-05,Eastern,-13.7894,32.6073,23.8,3.95
2017-06-05,Southern,-16.5833,27.8333,25.26,6.06
2017-06-05,Western,-14.5,23.25,25.32,2.8
2017-06-05,Northern,-10.9167,30.0833,26.02,3.12
2017-06-05,Luapula,-10.83,29.72,24.05,3.54
2017-06-05,Muchinga,-10.9,32.15,23.41,5.96
2017-06-05,Central,-14.0,28.0,26.34,3.11
2017-06-05,North-Western,-13.1833,24.8167,25.31,2.47
2017-06-06,Lusaka,-15.4167,28.2833,21.62,8.33
2017-06-06,Copperbelt,-12.83,28.2116,26.63,9.88
2017-06-06,Eastern,-13.7894,32.6073,22.78,5.91
2017-06-06,Southern,-16.5833,27.8333,27.0,0.01
2017-06-06,Western,-14.5,23.25,22.77,0.13
2017-06-06,Northern,-10.9167,30.0833,22.64,2.91
2017-06-06,Luapula,-10.83,29.72,23.89,9.45
2017-06-06,Muchinga,-10.9,32.15,21.29,7.58
2017-06-06,Central,-14.0,28.0,26.01,9.5
2017-06-06,North-Western,-13.1833,24.8167,23.28,5.98
2017-06-07,Lusaka,-15.4167,28.2833,25.23,7.33
2017-06-07,Copperbelt,-12.83,28.2116,24.66,3.38
2017-06-07,Eastern,-13.7894,32.6073,23.73,2.84
2017-06-07,Southern,-16.5833,27.8333,22.76,7.51
2017-06-07,Western,-14.5,23.25,22.11,3.56
2017-06-07,Northern,-10.9167,30.0833,22.37,4.75
2017-06-07,Luapula,-10.83,29.72,23.04,3.63
2017-06-07,Muchinga,-10.9,32.15,22.51,1.72
2017-06-07,Central,-14.0,28.0,25.73,9.86
2017-06-07,North-Western,-13.1833,24.8167,26.37,6.55
2017-06-08,Lusaka,-15.4167,28.2833,21.07,5.67
2017-06-08,Copperbelt,-12.83,28.2116,24.37,1.88
2017-06-08,Eastern,-13.7894,32.6073,23.76,7.15
2017-06-08,Southern,-16.5833,27.8333,24.67,3.06
2017-06-08,Western,-14.5,23.25,25.34,0.5
2017-06-08,Northern,-10.9167,30.0833,24.1,3.67
2017-06-08,Luapula,-10.83,29.72,26.21,5.67
2017-06-08,Muchinga,-10.9,32.15,25.6,7.7
2017-06-08,Central,-14.0,28.0,23.35,3.23
2017-06-08,North-Western,-13.1833,24.8167,26.8,4.86
2017-06-09,Lusaka,-15.4167,28.2833,22.69,5.83
2017-06-09,Copperbelt,-12.83,28.2116,24.72,5.32
2017-06-09,Eastern,-13.7894,32.6073,22.79,6.66
2017-06-09,Southern,-16.5833,27.8333,21.24,6.72
2017-06-09,Western,-14.5,23.25,25.35,5.56
2017-06-09,Northern,-10.9167,30.0833,24.62,1.12
2017-06-09,Luapula,-10.83,29.72,25.06,0.79
2017-06-09,Muchinga,-10.9,32.15,22.89,7.85
2017-06-09,Central,-14.0,28.0,23.17,2.73
2017-06-09,North-Western,-13.1833,24.8167,25.71,4.03
2017-06-10,Lusaka,-15.4167,28.2833,25.89,9.59
2017-06-10,Copperbelt,-12.83,28.2116,24.85,1.1
2017-06-10,Eastern,-13.7894,32.6073,25.92,6.18
2017-06-10,Southern,-16.5833,27.8333,21.46,1.03
2017-06-10,Western,-14.5,23.25,21.7,7.5
2017-06-10,Northern,-10.9167,30.0833,24.91,0.64
2017-06-10,Luapula,-10.83,29.72,25.89,1.89
2017-06-10,Muchinga,-10.9,32.15,24.44,9.55
2017-06-10,Central,-14.0,28.0,20.89,1.29
2017-06-10,North-Western,-13.1833,24.8167,24.48,9.59
2017-06-11,Lusaka,-15.4167,28.2833,25.1,1.43
2017-06-11,Copperbelt,-12.83,28.2116,24.18,8.51
2017-06-11,Eastern,-13.7894,32.6073,23.31,5.18
2017-06-11,Southern,-16.5833,27.8333,22.46,4.25
2017-06-11,Western,-14.5,23.25,20.93,7.87
2017-06-11,Northern,-10.9167,30.0833,23.44,9.1
2017-06-11,Luapula,-10.83,29.72,20.94,8.32
2017-06-11,Muchinga,-10.9,32.15,25.12,7.02
2017-06-11,Central,-14.0,28.0,26.14,7.12
2017-06-11,North-Western,-13.1833,24.8167,24.75,9.85
2017-06-12,Lusaka,-15.4167,28.2833,21.73,4.82
2017-06-12,Copperbelt,-12.83,28.2116,24.73,9.26
2017-06-12,Eastern,-13.7894,32.6073,22.07,1.27
2017-06-12,Southern,-16.5833,27.8333,25.76,7.99
2017-06-12,Western,-14.5,23.25,25.22,4.38
2017-06-12,Northern,-10.9167,30.0833,25.32,9.18
2017-06-12,Luapula,-10.83,29.72,21.11,5.38
2017-06-12,Muchinga,-10.9,32.15,23.5,2.37
2017-06-12,Central,-14.0,28.0,22.3,8.72
2017-06-12,North-Western,-13.1833,24.8167,22.11,4.41
2017-06-13,Lusaka,-15.4167,28.2833,22.09,5.68
2017-06-13,Copperbelt,-12.83,28.2116,21.48,4.3
2017-06-13,Eastern,-13.7894,32.6073,25.64,9.71
2017-06-13,Southern,-16.5833,27.8333,25.57,4.72
2017-06-13,Western,-14.5,23.25,21.85,5.48
2017-06-13,Northern,-10.9167,30.0833,20.58,8.51
2017-06-13,Luapula,-10.83,29.72,25.41,7.17
2017-06-13,Muchinga,-10.9,32.15,25.56,4.45
2017-06-13,Central,-14.0,28.0,24.6,2.54
2017-06-13,North-Western,-13.1833,24.8167,22.76,2.08
2017-06-14,Lusaka,-15.4167,28.2833,24.87,9.57
2017-06-14,Copperbelt,-12.83,28.2116,25.65,8.36
2017-06-14,Eastern,-13.7894,32.6073,24.33,6.91
2017-06-14,Southern,-16.5833,27.8333,21.72,9.84
2017-06-14,Western,-14.5,23.25,25.7,8.8
2017-06-14,Northern,-10.9167,30.0833,20.73,1.24
2017-06-14,Luapula,-10.83,29.72,21.15,8.51
2017-06-14,Muchinga,-10.9,32.15,24.17,4.9
2017-06-14,Central,-14.0,28.0,21.29,0.3
2017-06-14,North-Western,-13.1833,24.8167,20.89,9.37
2017-06-15,Lusaka,-15.4167,28.2833,21.93,0.98
2017-06-15,Copperbelt,-12.83,28.2116,22.89,4.27
2017-06-15,Eastern,-13.7894,32.6073,23.11,1.23
2017-06-15,Southern,-16.5833,27.8333,26.16,5.62
2017-06-15,Western,-14.5,23.25,23.68,2.24
2017-06-15,Northern,-10.9167,30.0833,20.65,9.98
2017-06-15,Luapula,-10.83,29.72,24.78,4.85
2017-06-15,Muchinga,-10.9,32.15,23.67,6.81
2017-06-15,Central,-14.0,28.0,20.94,1.36
2017-06-15,North-Western,-13.1833,24.8167,25.62,9.3
2017-06-16,Lusaka,-15.4167,28.2833,21.78,8.3
2017-06-16,Copperbelt,-12.83,28.2116,21.62,4.69
2017-06-16,Eastern,-13.7894,32.6073,26.15,7.84
2017-06-16,Southern,-16.5833,27.8333,23.04,7.91
2017-06-16,Western,-14.5,23.25,25.19,3.28
2017-06-16,Northern,-10.9167,30.0833,26.23,1.87
2017-06-16,Luapula,-10.83,29.72,21.55,6.09
2017-06-16,Muchinga,-10.9,32.15,23.68,10.0
2017-06-16,Central,-14.0,28.0,20.32,2.44
2017-06-16,North-Western,-13.1833,24.8167,21.14,5.51
2017-06-17,Lusaka,-15.4167,28.2833,24.04,9.2
2017-06-17,Copperbelt,-12.83,28.2116,24.93,8.88
2017-06-17,Eastern,-13.7894,32.6073,20.66,5.81
2017-06-17,Southern,-16.5833,27.8333,22.94,9.43
2017-06-17,Western,-14.5,23.25,22.11,6.54
2017-06-17,Northern,-10.9167,30.0833,24.28,3.75
2017-06-17,Luapula,-10.83,29.72,25.45,1.27
2017-06-17,Muchinga,-10.9,32.15,22.13,5.5
2017-06-17,Central,-14.0,28.0,21.28,8.24
2017-06-17,North-Western,-13.1833,24.8167,23.09,6.59
2017-06-18,Lusaka,-15.4167,28.2833,21.06,4.86
2017-06-18,Copperbelt,-12.83,28.2116,23.13,1.12
2017-06-18,Eastern,-13.7894,32.6073,21.28,6.03
2017-06-18,Southern,-16.5833,27.8333,21.25,4.63
2017-06-18,Western,-14.5,23.25,24.96,7.06
2017-06-18,Northern,-10.9167,30.0833,25.07,1.44
2017-06-18,Luapula,-10.83,29.72,23.06,8.51
2017-06-18,Muchinga,-10.9,32.15,21.78,5.38
2017-06-18,Central,-14.0,28.0,25.2,8.31
2017-06-18,North-Western,-13.1833,24.8167,22.03,9.25
2017-06-19,Lusaka,-15.4167,28.2833,23.05,0.85
2017-06-19,Copperbelt,-12.83,28.2116,20.87,0.37
2017-06-19,Eastern,-13.7894,32.6073,24.92,5.88
2017-06-19,Southern,-16.5833,27.8333,22.39,4.18
2017-06-19,Western,-14.5,23.25,21.86,7.15
2017-06-19,Northern,-10.9167,30.0833,26.02,8.14
2017-06-19,Luapula,-10.83,29.72,22.09,5.57
2017-06-19,Muchinga,-10.9,32.15,24.0,9.57
2017-06-19,Central,-14.0,28.0,25.7,8.82
2017-06-19,North-Western,-13.1833,24.8167,24.28,1.83
2017-06-20,Lusaka,-15.4167,28.2833,25.34,2.96
2017-06-20,Copperbelt,-12.83,28.2116,23.81,6.53
2017-06-20,Eastern,-13.7894,32.6073,23.54,9.62
2017-06-20,Southern,-16.5833,27.8333,25.16,3.82
2017-06-20,Western,-14.5,23.25,22.15,3.2
2017-06-20,Northern,-10.9167,30.0833,24.87,8.45
2017-06-20,Luapula,-10.83,29.72,25.04,5.24
2017-06-20,Muchinga,-10.9,32.15,25.02,2.47
2017-06-20,Central,-14.0,28.0,20.14,4.95
2017-06-20,North-Western,-13.1833,24.8167,21.6,3.65
2017-06-21,Lusaka,-15.4167,28.2833,21.52,4.88
2017-06-21,Copperbelt,-12.83,28.2116,25.14,1.48
2017-06-21,Eastern,-13.7894,32.6073,22.61,2.35
2017-06-21,Southern,-16.5833,27.8333,23.65,1.7
2017-06-21,Western,-14.5,23.25,21.25,4.71
2017-06-21,Northern,-10.9167,30.0833,22.84,6.13
2017-06-21,Luapula,-10.83,29.72,20.44,4.62
2017-06-21,Muchinga,-10.9,32.15,23.33,7.62
2017-06-21,Central,-14.0,28.0,24.02,1.97
2017-06-21,North-Western,-13.1833,24.8167,24.84,6.06
2017-06-22,Lusaka,-15.4167,28.2833,21.07,8.8
2017-06-22,Copperbelt,-12.83,28.2116,24.39,4.52
2017-06-22,Eastern,-13.7894,32.6073,21.61,0.52
2017-06-22,Southern,-16.5833,27.8333,22.51,8.87
2017-06-22,Western,-14.5,23.25,23.01,7.0
2017-06-22,Northern,-10.9167,30.0833,23.43,3.97
2017-06-22,Luapula,-10.83,29.72,20.12,9.2
2017-06-22,Muchinga,-10.9,32.15,20.39,9.05
2017-06-22,Central,-14.0,28.0,21.41,8.74
2017-06-22,North-Western,-13.1833,24.8167,19.94,3.68
2017-06-23,Lusaka,-15.4167,28.2833,25.61,3.24
2017-06-23,Copperbelt,-12.83,28.2116,22.77,4.31
2017-06-23,Eastern,-13.7894,32.6073,24.36,3.7
2017-06-23,Southern,-16.5833,27.8333,24.91,1.17
2017-06-23,Western,-14.5,23.25,24.17,6.65
2017-06-23,Northern,-10.9167,30.0833,24.02,8.75
2017-06-23,Luapula,-10.83,29.72,22.01,7.03
2017-06-23,Muchinga,-10.9,32.15,24.23,8.71
2017-06-23,Central,-14.0,28.0,21.64,9.39
2017-06-23,North-Western,-13.1833,24.8167,22.52,1.68
2017-06-24,Lusaka,-15.4167,28.2833,21.19,2.28
2017-06-24,Copperbelt,-12.83,28.2116,24.21,7.8
2017-06-24,Eastern,-13.7894,32.6073,22.97,4.04
2017-06-24,Southern,-16.5833,27.8333,21.46,5.83
2017-06-24,Western,-14.5,23.25,22.84,2.1
2017-06-24,Northern,-10.9167,30.0833,21.83,4.03
2017-06-24,Luapula,-10.83,29.72,25.53,7.37
2017-06-24,Muchinga,-10.9,32.15,25.51,5.51
2017-06-24,Central,-14.0,28.0,23.38,5.0
2017-06-24,North-Western,-13.1833,24.8167,24.65,9.25
2017-06-25,Lusaka,-15.4167,28.2833,22.57,3.5
2017-06-25,Copperbelt,-12.83,28.2116,25.4,7.93
2017-06-25,Eastern,-13.7894,32.6073,24.31,3.13
2017-06-25,Southern,-16.5833,27.8333,25.07,5.74
2017-06-25,Western,-14.5,23.25,21.68,1.62
2017-06-25,Northern,-10.9167,30.0833,20.91,2.96
2017-06-25,Luapula,-10.83,29.72,21.91,6.58
2017-06-25,Muchinga,-10.9,32.15,23.53,6.78
2017-06-25,Central,-14.0,28.0,25.54,9.97
2017-06-25,North-Western,-13.1833,24.8167,23.86,9.27
2017-06-26,Lusaka,-15.4167,28.2833,22.32,3.69
2017-06-26,Copperbelt,-12.83,28.2116,23.5,7.77
2017-06-26,Eastern,-13.7894,32.6073,21.28,8.12
2017-06-26,Southern,-16.5833,27.8333,23.51,6.53
2017-06-26,Western,-14.5,23.25,22.0,2.85
2017-06-26,Northern,-10.9167,30.0833,22.94,3.86
2017-06-26,Luapula,-10.83,29.72,21.86,4.47
2017-06-26,Muchinga,-10.9,32.15,19.98,8.28
2017-06-26,Central,-14.0,28.0,24.2,2.44
2017-06-26,North-Western,-13.1833,24.8167,19.69,3.6
2017-06-27,Lusaka,-15.4167,28.2833,23.35,4.98
2017-06-27,Copperbelt,-12.83,28.2116,19.4,1.35
2017-06-27,Eastern,-13.7894,32.6073,24.27,3.93
2017-06-27,Southern,-16.5833,27.8333,24.4,1.82
2017-06-27,Western,-14.5,23.25,25.03,1.84
2017-06-27,Northern,-10.9167,30.0833,21.76,1.93
2017-06-27,Luapula,-10.83,29.72,20.86,5.64
2017-06-27,Muchinga,-10.9,32.15,25.31,6.08
2017-06-27,Central,-14.0,28.0,23.1,4.46
2017-06-27,North-Western,-13.1833,24.8167,20.7,1.19
2017-06-28,Lusaka,-15.4167,28.2833,23.17,9.37
2017-06-28,Copperbelt,-12.83,28.2116,23.07,3.16
2017-06-28,Eastern,-13.7894,32.6073,22.23,9.08
2017-06-28,Southern,-16.5833,27.8333,20.69,2.4
2017-06-28,Western,-14.5,23.25,23.18,7.89
2017-06-28,Northern,-10.9167,30.0833,22.74,3.85
2017-06-28,Luapula,-10.83,29.72,22.39,8.93
2017-06-28,Muchinga,-10.9,32.15,21.5,6.98
2017-06-28,Central,-14.0,28.0,20.78,2.04
2017-06-28,North-Western,-13.1833,24.8167,22.91,0.89
2017-06-29,Lusaka,-15.4167,28.2833,23.93,8.49
2017-06-29,Copperbelt,-12.83,28.2116,23.26,3.8
2017-06-29,Eastern,-13.7894,32.6073,24.4,2.94
2017-06-29,Southern,-16.5833,27.8333,22.69,8.15
2017-06-29,Western,-14.5,23.25,23.17,3.66
2017-06-29,Northern,-10.9167,30.0833,21.68,3.91
2017-06-29,Luapula,-10.83,29.72,21.92,9.45
2017-06-29,Muchinga,-10.9,32.15,21.9,0.05
2017-06-29,Central,-14.0,28.0,21.91,8.89
2017-06-29,North-Western,-13.1833,24.8167,21.56,6.0
2017-06-30,Lusaka,-15.4167,28.2833,24.88,2.36
2017-06-30,Copperbelt,-12.83,28.2116,22.25,5.68
2017-06-30,Eastern,-13.7894,32.6073,22.19,3.16
2017-06-30,Southern,-16.5833,27.8333,20.66,7.8
2017-06-30,Western,-14.5,23.25,22.52,2.93
2017-06-30,Northern,-10.9167,30.0833,21.23,9.17
2017-06-30,Luapula,-10.83,29.72,20.72,2.79
2017-06-30,Muchinga,-10.9,32.15,19.21,0.53
2017-06-30,Central,-14.0,28.0,19.3,0.65
2017-06-30,North-Western,-13.1833,24.8167,25.07,2.52
2017-07-01,Lusaka,-15.4167,28.2833,22.51,4.03
2017-07-01,Copperbelt,-12.83,28.2116,21.66,8.91
2017-07-01,Eastern,-13.7894,32.6073,22.56,9.12
2017-07-01,Southern,-16.5833,27.8333,23.75,3.62
2017-07-01,Western,-14.5,23.25,23.45,9.44
2017-07-01,Northern,-10.9167,30.0833,20.47,2.91
2017-07-01,Luapula,-10.83,29.72,21.09,7.85
2017-07-01,Muchinga,-10.9,32.15,21.43,7.35
2017-07-01,Central,-14.0,28.0,19.16,1.64
2017-07-01,North-Western,-13.1833,24.8167,20.93,7.49
2017-07-02,Lusaka,-15.4167,28.2833,19.57,6.87
2017-07-02,Copperbelt,-12.83,28.2116,21.63,4.44
2017-07-02,Eastern,-13.7894,32.6073,21.73,1.1
2017-07-02,Southern,-16.5833,27.8333,19.16,2.56
2017-07-02,Western,-14.5,23.25,22.89,5.71
2017-07-02,Northern,-10.9167,30.0833,23.34,2.8
2017-07-02,Luapula,-10.83,29.72,22.19,7.56
2017-07-02,Muchinga,-10.9,32.15,21.76,2.71
2017-07-02,Central,-14.0,28.0,19.23,8.75
2017-07-02,North-Western,-13.1833,24.8167,20.2,4.96
2017-07-03,Lusaka,-15.4167,28.2833,23.67,4.81
2017-07-03,Copperbelt,-12.83,28.2116,23.43,4.79
2017-07-03,Eastern,-13.7894,32.6073,24.61,0.58
2017-07-03,Southern,-16.5833,27.8333,23.61,9.62
2017-07-03,Western,-14.5,23.25,21.24,2.02
2017-07-03,Northern,-10.9167,30.0833,21.51,3.17
2017-07-03,Luapula,-10.83,29.72,22.91,4.03
2017-07-03,Muchinga,-10.9,32.15,21.27,0.5
2017-07-03,Central,-14.0,28.0,21.15,2.99
2017-07-03,North-Western,-13.1833,24.8167,21.83,9.69
2017-07-04,Lusaka,-15.4167,28.2833,20.4,6.34
2017-07-04,Copperbelt,-12.83,28.2116,21.81,1.3
2017-07-04,Eastern,-13.7894,32.6073,23.98,0.39
2017-07-04,Southern,-16.5833,27.8333,19.05,0.17
2017-07-04,Western,-14.5,23.25,20.36,7.65
2017-07-04,Northern,-10.9167,30.0833,21.08,5.43
2017-07-04,Luapula,-10.83,29.72,23.18,2.17
2017-07-04,Muchinga,-10.9,32.15,22.77,7.85
2017-07-04,Central,-14.0,28.0,20.74,4.35
2017-07-04,North-Western,-13.1833,24.8167,19.59,3.39
2017-07-05,Lusaka,-15.4167,28.2833,23.49,9.64
2017-07-05,Copperbelt,-12.83,28.2116,23.01,4.47
2017-07-05,Eastern,-13.7894,32.6073,18.93,5.81
2017-07-05,Southern,-16.5833,27.8333,23.71,1.25
2017-07-05,Western,-14.5,23.25,21.26,1.31
2017-07-05,Northern,-10.9167,30.0833,20.09,8.76
2017-07-05,Luapula,-10.83,29.72,20.08,1.49
2017-07-05,Muchinga,-10.9,32.15,19.34,5.74
2017-07-05,Central,-14.0,28.0,20.69,6.59
2017-07-05,North-Western,-13.1833,24.8167,22.62,9.0
2017-07-06,Lusaka,-15.4167,28.2833,19.24,3.57
2017-07-06,Copperbelt,-12.83,28.2116,20.53,8.49
2017-07-06,Eastern,-13.7894,32.6073,20.02,9.78
2017-07-06,Southern,-16.5833,27.8333,22.83,9.66
2017-07-06,Western,-14.5,23.25,20.05,3.37
2017-07-06,Northern,-10.9167,30.0833,20.99,3.88
2017-07-06,Luapula,-10.83,29.72,21.11,4.7
2017-07-06,Muchinga,-10.9,32.15,19.02,1.45
2017-07-06,Central,-14.0,28.0,20.78,3.32
2017-07-06,North-Western,-13.1833,24.8167,22.19,1.72
2017-07-07,Lusaka,-15.4167,28.2833,22.27,5.2
2017-07-07,Copperbelt,-12.83,28.2116,20.67,1.4
2017-07-07,Eastern,-13.7894,32.6073,23.37,0.54
2017-07-07,Southern,-16.5833,27.8333,22.81,8.2
2017-07-07,Western,-14.5,23.25,20.57,8.04
2017-07-07,Northern,-10.9167,30.0833,19.71,0.19
2017-07-07,Luapula,-10.83,29.72,23.58,5.48
2017-07-07,Muchinga,-10.9,32.15,20.7,3.03
2017-07-07,Central,-14.0,28.0,21.29,2.58
2017-07-07,North-Western,-13.1833,24.8167,21.3,7.69
2017-07-08,Lusaka,-15.4167,28.2833,20.74,1.84
2017-07-08,Copperbelt,-12.83,28.2116,22.76,1.53
2017-07-08,Eastern,-13.7894,32.6073,24.08,7.8
2017-07-08,Southern,-16.5833,27.8333,19.19,0.89
2017-07-08,Western,-14.5,23.25,21.8,6.34
2017-07-08,Northern,-10.9167,30.0833,19.64,3.48
2017-07-08,Luapula,-10.83,29.72,21.73,8.63
2017-07-08,Muchinga,-10.9,32.15,21.12,1.06
2017-07-08,Central,-14.0,28.0,22.48,1.41
2017-07-08,North-Western,-13.1833,24.8167,20.86,9.17
2017-07-09,Lusaka,-15.4167,28.2833,20.19,3.03
2017-07-09,Copperbelt,-12.83,28.2116,24.01,8.6
2017-07-09,Eastern,-13.7894,32.6073,20.59,6.57
2017-07-09,Southern,-16.5833,27.8333,22.77,8.43
2017-07-09,Western,-14.5,23.25,19.52,0.3
2017-07-09,Northern,-10.9167,30.0833,23.92,1.78
2017-07-09,Luapula,-10.83,29.72,18.69,5.79
2017-07-09,Muchinga,-10.9,32.15,19.16,1.37
2017-07-09,Central,-14.0,28.0,21.5,2.67
2017-07-09,North-Western,-13.1833,24.8167,22.07,6.07
2017-07-10,Lusaka,-15.4167,28.2833,21.81,6.85
2017-07-10,Copperbelt,-12.83,28.2116,23.13,7.8
2017-07-10,Eastern,-13.7894,32.6073,20.85,7.92
2017-07-10,Southern,-16.5833,27.8333,19.42,4.7
2017-07-10,Western,-14.5,23.25,21.26,1.41
2017-07-10,Northern,-10.9167,30.0833,20.74,7.81
2017-07-10,Luapula,-10.83,29.72,23.01,9.99
2017-07-10,Muchinga,-10.9,32.15,22.66,3.17
2017-07-10,Central,-14.0,28.0,19.43,8.47
2017-07-10,North-Western,-13.1833,24.8167,20.63,7.4
2017-07-11,Lusaka,-15.4167,28.2833,24.1,6.63
2017-07-11,Copperbelt,-12.83,28.2116,21.73,0.66
2017-07-11,Eastern,-13.7894,32.6073,23.12,7.06
2017-07-11,Southern,-16.5833,27.8333,21.94,5.36
2017-07-11,Western,-14.5,23.25,21.07,0.02
2017-07-11,Northern,-10.9167,30.0833,19.79,5.1
2017-07-11,Luapula,-10.83,29.72,22.24,6.99
2017-07-11,Muchinga,-10.9,32.15,22.91,5.55
2017-07-11,Central,-14.0,28.0,20.54,4.32
2017-07-11,North-Western,-13.1833,24.8167,19.12,7.67
2017-07-12,Lusaka,-15.4167,28.2833,18.7,8.43
2017-07-12,Copperbelt,-12.83,28.2116,22.88,6.81
2017-07-12,Eastern,-13.7894,32.6073,23.86,4.4
2017-07-12,Southern,-16.5833,27.8333,22.17,9.61
2017-07-12,Western,-14.5,23.25,19.59,5.95
2017-07-12,Northern,-10.9167,30.0833,20.13,5.15
2017-07-12,Luapula,-10.83,29.72,21.16,1.69
2017-07-12,Muchinga,-10.9,32.15,22.16,9.39
2017-07-12,Central,-14.0,28.0,19.68,3.4
2017-07-12,North-Western,-13.1833,24.8167,18.55,1.73
2017-07-13,Lusaka,-15.4167,28.2833,19.83,7.88
2017-07-13,Copperbelt,-12.83,28.2116,20.99,9.2
2017-07-13,Eastern,-13.7894,32.6073,18.52,0.77
2017-07-13,Southern,-16.5833,27.8333,19.52,3.03
2017-07-13,Western,-14.5,23.25,20.71,9.31
2017-07-13,Northern,-10.9167,30.0833,18.6,0.88
2017-07-13,Luapula,-10.83,29.72,22.93,5.76
2017-07-13,Muchinga,-10.9,32.15,20.18,6.27
2017-07-13,Central,-14.0,28.0,20.45,5.45
2017-07-13,North-Western,-13.1833,24.8167,19.85,2.79
2017-07-14,Lusaka,-15.4167,28.2833,23.85,1.84
2017-07-14,Copperbelt,-12.83,28.2116,21.99,7.35
2017-07-14,Eastern,-13.7894,32.6073,23.49,8.52
2017-07-14,Southern,-16.5833,27.8333,23.41,7.29
2017-07-14,Western,-14.5,23.25,21.26,9.77
2017-07-14,Northern,-10.9167,30.0833,19.51,7.89
2017-07-14,Luapula,-10.83,29.72,21.45,8.83
2017-07-14,Muchinga,-10.9,32.15,18.32,5.26
2017-07-14,Central,-14.0,28.0,22.9,0.97
2017-07-14,North-Western,-13.1833,24.8167,18.27,3.65
2017-07-15,Lusaka,-15.4167,28.2833,21.72,6.1
2017-07-15,Copperbelt,-12.83,28.2116,19.49,8.18
2017-07-15,Eastern,-13.7894,32.6073,20.95,1.86
2017-07-15,Southern,-16.5833,27.8333,19.28,4.21
2017-07-15,Western,-14.5,23.25,20.89,1.12
2017-07-15,Northern,-10.9167,30.0833,21.04,3.73
2017-07-15,Luapula,-10.83,29.72,20.71,6.96
2017-07-15,Muchinga,-10.9,32.15,20.65,0.34
2017-07-15,Central,-14.0,28.0,20.89,5.06
2017-07-15,North-Western,-13.1833,24.8167,20.12,7.73
2017-07-16,Lusaka,-15.4167,28.2833,22.91,8.61
2017-07-16,Copperbelt,-12.83,28.2116,19.1,3.02
2017-07-16,Eastern,-13.7894,32.6073,19.28,9.17
